Time,Load,Extension,Compressive strain (Extension),Compressive stress
"5598.73","20.0","0.514","0.00388","0.10614"
"5608.73","20.0","0.514","0.00388","0.10599"
"5618.73","20.0","0.514","0.00388","0.10621"
"5628.73","20.0","0.514","0.00388","0.10592"
"5638.73","20.0","0.514","0.00388","0.10618"
"5648.73","20.0","0.514","0.00388","0.10613"
"5658.73","20.1","0.514","0.00388","0.10634"
"5668.73","20.0","0.513","0.00388","0.10581"
"5678.73","20.0","0.513","0.00387","0.10580"
"5688.73","20.0","0.513","0.00387","0.10575"
"5698.73","20.0","0.513","0.00387","0.10595"
"5708.73","20.0","0.513","0.00387","0.10586"
"5718.73","20.0","0.513","0.00387","0.10608"
"5728.73","20.0","0.513","0.00387","0.10594"
"5738.73","20.0","0.513","0.00387","0.10593"
"5748.73","20.0","0.513","0.00387","0.10576"
"5758.73","20.0","0.513","0.00387","0.10591"
"5768.73","20.0","0.513","0.00387","0.10622"
"5778.73","20.0","0.513","0.00387","0.10611"
"5788.73","20.1","0.513","0.00387","0.10626"
"5798.73","19.9","0.513","0.00387","0.10560"
"5808.73","20.1","0.513","0.00387","0.10630"
"5818.73","20.0","0.513","0.00387","0.10621"
"5828.73","20.0","0.513","0.00387","0.10585"
"5838.73","20.0","0.513","0.00387","0.10576"
"5848.73","20.0","0.513","0.00387","0.10599"
"5858.73","20.0","0.513","0.00387","0.10601"
"5868.73","20.0","0.513","0.00387","0.10601"
"5878.73","20.0","0.513","0.00387","0.10596"
"5888.73","20.0","0.513","0.00387","0.10600"
"5898.73","20.0","0.513","0.00387","0.10602"
"5908.73","20.0","0.513","0.00387","0.10624"
"5918.73","20.0","0.513","0.00387","0.10603"
"5928.73","20.0","0.513","0.00387","0.10580"
"5938.73","20.0","0.513","0.00387","0.10581"
"5948.73","20.0","0.513","0.00387","0.10589"
"5958.73","20.0","0.513","0.00387","0.10595"
"5968.73","20.0","0.513","0.00387","0.10614"
"5978.73","20.0","0.513","0.00387","0.10598"
"5988.73","20.0","0.513","0.00387","0.10618"
"5998.73","20.0","0.513","0.00387","0.10617"
"6008.73","20.0","0.513","0.00387","0.10614"
"6018.73","20.0","0.513","0.00387","0.10626"
"6028.73","20.1","0.513","0.00387","0.10626"
"6038.73","20.0","0.513","0.00387","0.10592"
"6048.73","20.0","0.513","0.00387","0.10584"
"6058.73","20.0","0.513","0.00387","0.10597"
"6068.73","20.0","0.513","0.00387","0.10590"
"6078.73","20.0","0.513","0.00387","0.10588"
"6088.73","20.0","0.513","0.00387","0.10617"
"6098.73","20.0","0.513","0.00387","0.10609"
"6108.73","20.0","0.513","0.00387","0.10598"
"6118.73","20.0","0.513","0.00387","0.10592"
"6128.73","20.0","0.513","0.00387","0.10595"
"6138.73","20.0","0.513","0.00387","0.10584"
"6148.73","20.0","0.513","0.00387","0.10619"
"6158.73","20.0","0.513","0.00387","0.10623"
"6168.73","20.0","0.513","0.00387","0.10602"
"6178.73","20.1","0.513","0.00387","0.10638"
"6188.73","19.9","0.513","0.00387","0.10566"
"6198.73","19.9","0.513","0.00387","0.10553"
"6208.73","20.0","0.513","0.00387","0.10574"
"6218.73","20.0","0.513","0.00387","0.10600"
"6228.73","20.0","0.513","0.00387","0.10588"
"6238.73","20.0","0.513","0.00387","0.10613"
"6248.73","20.0","0.513","0.00387","0.10589"
"6258.73","20.0","0.513","0.00387","0.10586"
"6268.73","19.9","0.513","0.00387","0.10557"
"6278.73","19.9","0.513","0.00387","0.10571"
"6288.73","19.9","0.513","0.00387","0.10571"
"6298.73","20.0","0.513","0.00387","0.10584"
"6308.73","20.0","0.513","0.00387","0.10576"
"6318.73","19.9","0.513","0.00387","0.10549"
"6328.73","20.0","0.513","0.00387","0.10573"
"6338.73","20.0","0.513","0.00387","0.10575"
"6348.73","20.0","0.513","0.00387","0.10590"
"6358.73","20.0","0.513","0.00387","0.10601"
"6368.73","20.0","0.513","0.00387","0.10590"
"6378.73","20.0","0.513","0.00387","0.10576"
"6388.73","20.0","0.513","0.00387","0.10604"
"6398.73","19.9","0.513","0.00387","0.10548"
"6408.73","20.0","0.513","0.00387","0.10589"
"6418.73","20.0","0.513","0.00387","0.10591"
"6428.73","20.0","0.513","0.00387","0.10612"
"6438.73","20.0","0.513","0.00387","0.10575"
"6448.73","19.9","0.513","0.00387","0.10569"
"6458.73","20.0","0.513","0.00387","0.10599"
"6468.73","20.0","0.513","0.00387","0.10608"
"6478.73","20.0","0.513","0.00387","0.10578"
"6488.73","20.0","0.513","0.00387","0.10588"
"6498.73","19.9","0.513","0.00387","0.10572"
"6508.73","20.0","0.513","0.00387","0.10595"
"6518.73","20.0","0.513","0.00387","0.10584"
"6528.73","20.0","0.513","0.00387","0.10606"
"6538.73","20.0","0.513","0.00387","0.10591"
"6548.73","20.0","0.513","0.00387","0.10619"
"6558.73","20.0","0.513","0.00387","0.10613"
"6568.73","20.1","0.513","0.00387","0.10631"
"6578.73","20.0","0.513","0.00387","0.10600"
"6588.73","20.0","0.513","0.00387","0.10600"
"6598.73","20.0","0.513","0.00387","0.10620"
"6608.73","20.0","0.513","0.00387","0.10583"
"6618.73","20.0","0.513","0.00387","0.10578"
"6628.73","20.0","0.513","0.00387","0.10605"
"6638.73","19.9","0.513","0.00387","0.10567"
"6648.73","20.0","0.513","0.00387","0.10608"
"6658.73","20.0","0.513","0.00387","0.10596"
"6668.73","19.9","0.513","0.00387","0.10561"
"6678.73","20.0","0.513","0.00387","0.10593"
"6688.73","20.0","0.513","0.00387","0.10596"
"6698.73","20.0","0.513","0.00387","0.10612"
"6708.73","20.0","0.513","0.00387","0.10603"
"6718.73","20.0","0.513","0.00387","0.10600"
"6728.73","20.0","0.513","0.00387","0.10608"
"6738.73","20.0","0.513","0.00387","0.10599"
"6748.73","20.0","0.513","0.00387","0.10623"
"6758.73","20.0","0.513","0.00387","0.10608"
"6768.73","20.0","0.513","0.00387","0.10596"
"6778.73","20.1","0.513","0.00387","0.10631"
"6788.73","20.0","0.513","0.00387","0.10590"
"6798.73","20.0","0.513","0.00387","0.10608"
"6808.73","20.0","0.513","0.00387","0.10610"
"6818.73","20.0","0.513","0.00387","0.10605"
"6828.73","20.0","0.513","0.00387","0.10601"
"6838.73","20.0","0.513","0.00387","0.10612"
"6848.73","20.0","0.513","0.00387","0.10583"
"6858.73","20.0","0.513","0.00387","0.10619"
"6868.73","20.0","0.513","0.00387","0.10609"
"6878.73","20.0","0.513","0.00387","0.10625"
"6888.73","20.0","0.513","0.00387","0.10582"
"6898.73","20.0","0.513","0.00387","0.10614"
"6908.73","20.0","0.513","0.00387","0.10614"
"6918.73","20.0","0.513","0.00387","0.10617"
"6928.73","20.0","0.513","0.00387","0.10614"
"6938.73","20.0","0.513","0.00387","0.10614"
"6948.73","20.0","0.513","0.00387","0.10586"
"6958.73","20.0","0.513","0.00387","0.10586"
"6968.73","20.0","0.513","0.00387","0.10609"
"6978.73","20.0","0.513","0.00387","0.10607"
"6988.73","20.0","0.513","0.00387","0.10593"
"6998.73","20.0","0.513","0.00387","0.10595"
"7008.73","20.0","0.513","0.00387","0.10574"
"7018.73","20.1","0.513","0.00387","0.10632"
"7028.73","20.0","0.513","0.00387","0.10610"
"7038.73","20.0","0.513","0.00387","0.10611"
"7048.73","20.0","0.513","0.00387","0.10607"
"7058.73","20.0","0.513","0.00387","0.10615"
"7068.73","20.0","0.513","0.00387","0.10593"
"7078.73","20.0","0.513","0.00387","0.10580"
"7088.73","20.1","0.513","0.00387","0.10641"
"7098.73","20.0","0.513","0.00387","0.10609"
"7108.73","20.0","0.513","0.00387","0.10589"
"7118.73","20.0","0.513","0.00387","0.10603"
"7128.73","20.0","0.513","0.00387","0.10604"
"7138.73","20.0","0.513","0.00387","0.10625"
"7148.73","20.0","0.513","0.00387","0.10576"
"7158.73","20.0","0.513","0.00387","0.10611"
"7168.73","20.1","0.513","0.00387","0.10632"
"7178.73","20.0","0.513","0.00387","0.10597"
"7188.73","20.1","0.513","0.00387","0.10626"
"7198.73","20.0","0.513","0.00387","0.10611"
"7208.73","20.0","0.513","0.00387","0.10593"
"7218.73","20.0","0.513","0.00387","0.10609"
"7228.73","20.0","0.513","0.00387","0.10587"
"7238.73","20.0","0.513","0.00387","0.10612"
"7248.73","20.1","0.513","0.00387","0.10629"
"7258.73","20.0","0.513","0.00387","0.10619"
"7258.73","20.0","0.513","0.00387","0.10614"
"7258.76","20.0","0.513","0.00387","0.10594"
"7268.76","20.1","0.514","0.00388","0.10665"
"7277.55","25.1","0.666","0.00540","0.13317"
"7287.55","29.7","0.839","0.00714","0.15758"
"7297.55","33.5","0.977","0.00851","0.17750"
"7305.68","38.5","1.022","0.00896","0.20402"
"7315.68","37.7","1.028","0.00902","0.20005"
"7320.25","42.7","1.038","0.00913","0.22655"
"7330.25","43.0","1.042","0.00917","0.22810"
"7335.79","48.0","1.051","0.00926","0.25460"
"7345.79","48.7","1.060","0.00935","0.25796"
"7355.79","53.3","1.072","0.00947","0.28266"
"7365.64","58.3","1.081","0.00956","0.30920"
"7375.64","58.4","1.090","0.00965","0.30952"
"7385.64","61.4","1.093","0.00967","0.32525"
"7395.64","65.8","1.100","0.00975","0.34856"
"7405.64","69.1","1.105","0.00980","0.36632"
"7415.64","71.7","1.108","0.00983","0.37989"
"7425.64","75.9","1.114","0.00989","0.40225"
"7435.64","78.9","1.116","0.00991","0.41809"
"7445.64","82.9","1.120","0.00995","0.43934"
"7455.64","85.2","1.123","0.00998","0.45172"
"7465.64","88.6","1.125","0.01000","0.46980"
"7475.64","92.6","1.127","0.01002","0.49078"
"7485.64","95.9","1.128","0.01003","0.50815"
"7495.64","99.2","1.129","0.01004","0.52581"
"7505.64","102.7","1.130","0.01005","0.54431"
"7515.64","105.9","1.131","0.01006","0.56132"
"7525.64","109.1","1.132","0.01007","0.57793"
"7535.64","112.6","1.133","0.01008","0.59678"
"7545.64","115.9","1.133","0.01009","0.61429"
"7555.64","119.1","1.134","0.01009","0.63133"
"7565.64","122.7","1.135","0.01010","0.65016"
"7575.64","125.9","1.136","0.01011","0.66716"
"7585.64","129.2","1.137","0.01012","0.68481"
"7595.64","132.3","1.138","0.01013","0.70135"
"7605.64","135.7","1.139","0.01014","0.71915"
"7615.64","138.9","1.140","0.01015","0.73621"
"7625.64","142.5","1.140","0.01015","0.75494"
"7635.64","145.9","1.141","0.01016","0.77322"
"7645.64","149.2","1.142","0.01017","0.79053"
"7655.64","152.6","1.143","0.01018","0.80878"
"7665.64","156.0","1.144","0.01019","0.82696"
"7675.64","159.3","1.145","0.01020","0.84426"
"7685.64","162.7","1.145","0.01020","0.86227"
"7695.64","166.0","1.146","0.01021","0.87992"
"7705.64","169.3","1.147","0.01022","0.89741"
"7715.64","172.5","1.148","0.01023","0.91439"
"7725.64","175.6","1.149","0.01024","0.93061"
"7735.64","179.2","1.149","0.01024","0.94978"
"7745.64","182.6","1.150","0.01025","0.96746"
"7755.64","185.9","1.151","0.01026","0.98525"
"7765.64","189.3","1.152","0.01027","1.00318"
"7775.64","192.6","1.153","0.01028","1.02057"
"7785.64","195.9","1.153","0.01028","1.03813"
"7795.64","199.2","1.154","0.01029","1.05569"
"7797.96","200.0","1.154","0.01029","1.05997"
"7797.96","200.0","1.154","0.01029","1.06001"
"7797.96","200.0","1.154","0.01029","1.06003"
"7807.96","199.9","1.154","0.01029","1.05958"
"7817.96","200.0","1.154","0.01029","1.05997"
"7827.96","200.0","1.154","0.01029","1.05974"
"7837.96","200.0","1.154","0.01029","1.06018"
"7847.96","201.9","1.155","0.01030","1.06976"
"7857.96","201.6","1.154","0.01029","1.06817"
"7867.96","201.1","1.154","0.01029","1.06579"
"7877.96","200.4","1.154","0.01029","1.06217"
"7887.96","200.0","1.154","0.01029","1.05988"
"7897.96","199.8","1.154","0.01029","1.05913"
"7907.96","199.9","1.154","0.01029","1.05938"
"7917.96","199.7","1.154","0.01029","1.05860"
"7927.96","199.7","1.154","0.01029","1.05816"
"7937.96","199.7","1.154","0.01029","1.05813"
"7947.96","199.5","1.154","0.01029","1.05748"
"7957.96","199.6","1.154","0.01029","1.05757"
"7967.96","199.7","1.154","0.01029","1.05808"
"7977.96","199.6","1.154","0.01029","1.05797"
"7987.96","199.7","1.154","0.01029","1.05838"
"7997.96","199.7","1.154","0.01029","1.05819"
"8007.96","199.7","1.154","0.01029","1.05828"
"8017.96","199.9","1.154","0.01029","1.05957"
"8027.96","199.9","1.154","0.01029","1.05940"
"8037.96","199.7","1.154","0.01029","1.05851"
"8047.96","200.0","1.154","0.01030","1.06001"
"8057.96","200.0","1.154","0.01030","1.05991"
"8067.96","200.0","1.155","0.01030","1.06012"
"8077.96","199.9","1.155","0.01030","1.05956"
"8087.96","200.1","1.155","0.01030","1.06048"
"8097.96","199.9","1.155","0.01030","1.05950"
"8107.96","200.0","1.155","0.01030","1.05970"
"8117.96","199.9","1.155","0.01030","1.05935"
"8127.96","199.9","1.155","0.01030","1.05953"
"8137.96","199.9","1.155","0.01030","1.05948"
"8147.96","200.3","1.155","0.01030","1.06138"
"8157.96","200.2","1.155","0.01030","1.06103"
"8167.96","200.2","1.155","0.01030","1.06084"
"8177.96","200.2","1.155","0.01030","1.06118"
"8187.96","200.1","1.155","0.01030","1.06063"
"8197.96","200.1","1.155","0.01030","1.06064"
"8207.96","200.1","1.154","0.01030","1.06041"
"8217.96","200.1","1.154","0.01029","1.06034"
"8227.96","199.9","1.154","0.01030","1.05959"
"8237.96","200.0","1.154","0.01030","1.05967"
"8247.96","200.0","1.154","0.01030","1.06002"
"8257.96","200.1","1.154","0.01029","1.06046"
"8267.96","199.9","1.154","0.01029","1.05948"
"8277.96","200.0","1.154","0.01030","1.05972"
"8287.96","200.0","1.154","0.01029","1.05977"
"8297.96","200.1","1.154","0.01029","1.06055"
"8307.96","199.9","1.154","0.01029","1.05945"
"8317.96","200.1","1.154","0.01030","1.06038"
"8327.96","199.8","1.154","0.01030","1.05887"
"8337.96","199.9","1.155","0.01030","1.05928"
"8347.96","199.8","1.155","0.01030","1.05900"
"8357.96","199.8","1.155","0.01030","1.05895"
"8367.96","199.8","1.155","0.01030","1.05899"
"8377.96","199.7","1.155","0.01030","1.05844"
"8387.96","199.9","1.155","0.01030","1.05918"
"8397.96","200.3","1.155","0.01030","1.06176"
"8407.96","200.3","1.155","0.01030","1.06128"
"8417.96","200.3","1.155","0.01030","1.06126"
"8427.96","200.3","1.155","0.01030","1.06177"
"8437.96","200.2","1.155","0.01030","1.06077"
"8447.96","200.3","1.155","0.01030","1.06172"
"8457.96","200.2","1.154","0.01029","1.06101"
"8467.96","200.3","1.154","0.01029","1.06163"
"8477.96","200.2","1.154","0.01029","1.06105"
"8487.96","200.3","1.154","0.01029","1.06164"
"8497.96","200.1","1.154","0.01029","1.06053"
"8507.96","200.1","1.154","0.01029","1.06034"
"8517.96","200.2","1.154","0.01029","1.06088"
"8527.96","200.0","1.154","0.01029","1.05999"
"8537.96","200.1","1.154","0.01029","1.06024"
"8547.96","199.8","1.154","0.01029","1.05906"
"8557.96","200.0","1.154","0.01029","1.05994"
"8567.96","199.9","1.154","0.01029","1.05942"
"8577.96","199.9","1.154","0.01029","1.05925"
"8587.96","199.9","1.154","0.01029","1.05947"
"8597.96","199.9","1.154","0.01029","1.05952"
"8607.96","199.8","1.154","0.01029","1.05909"
"8617.96","199.9","1.154","0.01029","1.05950"
"8627.96","199.8","1.154","0.01029","1.05906"
"8637.96","199.9","1.154","0.01029","1.05921"
"8647.96","199.8","1.154","0.01029","1.05875"
"8657.96","199.9","1.154","0.01029","1.05914"
"8667.96","199.7","1.154","0.01029","1.05840"
"8677.96","199.8","1.154","0.01029","1.05887"
"8687.96","199.7","1.154","0.01030","1.05824"
"8697.96","199.7","1.155","0.01030","1.05818"
"8707.96","199.7","1.155","0.01030","1.05844"
"8717.96","199.8","1.155","0.01030","1.05874"
"8727.96","199.8","1.155","0.01030","1.05864"
"8737.96","199.7","1.155","0.01030","1.05855"
"8747.96","200.2","1.155","0.01030","1.06096"
"8757.96","200.3","1.155","0.01030","1.06134"
"8767.96","200.2","1.155","0.01030","1.06073"
"8777.96","200.1","1.155","0.01030","1.06038"
"8787.96","200.1","1.155","0.01030","1.06028"
"8797.96","200.0","1.155","0.01030","1.06007"
"8807.96","200.0","1.155","0.01030","1.05994"
"8817.96","200.1","1.155","0.01030","1.06040"
"8827.96","200.0","1.155","0.01030","1.05989"
"8837.96","199.9","1.155","0.01030","1.05966"
"8847.96","200.0","1.155","0.01030","1.06006"
"8857.96","200.0","1.155","0.01030","1.05978"
"8867.96","200.0","1.155","0.01030","1.05985"
"8877.96","199.8","1.155","0.01030","1.05893"
"8887.96","199.9","1.155","0.01030","1.05917"
"8897.96","199.9","1.155","0.01030","1.05942"
"8907.96","199.8","1.155","0.01030","1.05898"
"8917.96","199.7","1.155","0.01030","1.05853"
"8927.96","199.7","1.155","0.01030","1.05837"
"8937.96","200.2","1.155","0.01030","1.06107"
"8947.96","200.3","1.155","0.01030","1.06134"
"8957.96","200.3","1.155","0.01030","1.06153"
"8967.96","200.2","1.155","0.01030","1.06125"
"8977.96","200.3","1.155","0.01030","1.06127"
"8987.96","200.2","1.155","0.01030","1.06111"
"8997.96","200.2","1.155","0.01030","1.06073"
"9007.96","200.1","1.155","0.01030","1.06028"
"9017.96","200.2","1.155","0.01030","1.06074"
"9027.96","200.0","1.155","0.01030","1.06001"
"9037.96","200.1","1.155","0.01030","1.06041"
"9047.96","200.1","1.155","0.01030","1.06071"
"9057.96","199.9","1.155","0.01030","1.05940"
"9067.96","200.0","1.155","0.01030","1.05987"
"9077.96","200.1","1.155","0.01030","1.06033"
"9087.96","199.9","1.155","0.01030","1.05952"
"9097.96","199.8","1.155","0.01030","1.05908"
"9107.96","199.9","1.155","0.01030","1.05956"
"9117.96","199.9","1.155","0.01030","1.05945"
"9127.96","199.9","1.155","0.01030","1.05957"
"9137.96","199.8","1.155","0.01030","1.05877"
"9147.96","199.8","1.155","0.01030","1.05889"
"9157.96","199.8","1.155","0.01030","1.05863"
"9167.96","199.7","1.155","0.01030","1.05826"
"9177.96","199.6","1.155","0.01030","1.05757"
"9187.96","199.5","1.155","0.01030","1.05742"
"9197.96","200.0","1.155","0.01030","1.06011"
"9207.96","200.1","1.155","0.01030","1.06069"
"9217.96","200.1","1.155","0.01030","1.06063"
"9227.96","200.2","1.155","0.01030","1.06105"
"9237.96","200.3","1.155","0.01030","1.06170"
"9247.96","200.2","1.155","0.01030","1.06123"
"9257.96","200.2","1.155","0.01030","1.06107"
"9267.96","200.1","1.155","0.01030","1.06072"
"9277.96","200.2","1.155","0.01030","1.06115"
"9287.96","200.3","1.155","0.01030","1.06144"
"9297.96","200.3","1.155","0.01030","1.06138"
"9307.96","200.2","1.155","0.01030","1.06100"
"9317.96","200.2","1.155","0.01030","1.06086"
"9327.96","200.2","1.155","0.01030","1.06074"
"9337.96","200.2","1.155","0.01030","1.06118"
"9347.96","200.2","1.155","0.01030","1.06105"
"9357.96","200.2","1.155","0.01030","1.06089"
"9367.96","200.1","1.155","0.01030","1.06040"
"9377.96","200.2","1.155","0.01030","1.06078"
"9387.96","200.0","1.155","0.01030","1.05986"
"9397.96","200.0","1.155","0.01030","1.05982"
"9407.96","199.9","1.155","0.01030","1.05931"
"9417.96","199.9","1.155","0.01030","1.05962"
"9427.96","199.9","1.155","0.01030","1.05933"
"9437.96","199.9","1.155","0.01030","1.05936"
"9447.96","199.9","1.155","0.01030","1.05929"
"9457.96","199.9","1.155","0.01030","1.05954"
"9467.96","199.9","1.155","0.01030","1.05959"
"9477.96","199.9","1.155","0.01030","1.05933"
"9487.96","199.9","1.155","0.01030","1.05932"
"9497.96","199.9","1.155","0.01030","1.05914"
"9507.96","199.9","1.155","0.01030","1.05962"
"9517.96","199.9","1.155","0.01030","1.05957"
"9527.96","199.9","1.155","0.01030","1.05944"
"9537.96","199.8","1.155","0.01030","1.05875"
"9547.96","199.7","1.155","0.01030","1.05849"
"9557.96","199.8","1.155","0.01030","1.05908"
"9567.96","199.8","1.155","0.01030","1.05899"
"9577.96","199.9","1.155","0.01030","1.05941"
"9587.96","199.7","1.155","0.01030","1.05846"
"9597.96","199.8","1.155","0.01030","1.05889"
"9607.96","199.8","1.155","0.01030","1.05867"
"9617.96","199.8","1.155","0.01030","1.05892"
"9627.96","199.8","1.155","0.01030","1.05898"
"9637.96","200.1","1.155","0.01030","1.06044"
"9647.96","200.1","1.155","0.01030","1.06024"
